ANZSCO_Code,ANZSCO_Title,Specialist_Task,% of time spent on task,Specialist_Cluster,% of time spent on cluster,Cluster_Family,% of time spent on family
411411,Enrolled Nurse,Administer health care or medical treatments,0.01459443907,Provide health care or administer medical treatment,0.04202422187,Health and care,0.7985091024
411411,Enrolled Nurse,Give medications or immunisations,0.01459443907,Administer medications or immunisations,0.01459443907,Health and care,0.7985091024
411411,Enrolled Nurse,Collect biological specimens from patients,0.0145151724,Perform medical tests and physical examinations of patients,0.2096104162,Health and care,0.7985091024
411411,Enrolled Nurse,Explain technical medical information to patients,0.01377852854,Explain medical information and procedures,0.01377852854,Health and care,0.7985091024
411411,Enrolled Nurse,Hold patients to ensure proper positioning or safety,0.01221690587,Care for patients and clients,0.3710972147,Health and care,0.7985091024
411412,Mothercraft Nurse,Teach daily living skills or behaviours,0.07430522228,Teach life skills ,0.08809610502,Teaching and education,0.2171890972
411412,Mothercraft Nurse,Visit individuals in their homes to provide support or information,0.0501544304,Assist and support clients,0.1189822142,Health and care,0.4500504827
411412,Mothercraft Nurse,Clean tools or equipment,0.04477610293,"Clean tools, facilities or equipment",0.04300378854,Cleaning and maintenance,0.05744760195
411412,Mothercraft Nurse,Arrange childcare or educational settings to ensure physical safety of children,0.03695554346,Teach school students,0.05832534956,Teaching and education,0.2171890972
411412,Mothercraft Nurse,"Provide health and wellness advice to patients, program participants or caregivers",0.03642399734,Provide health care advice ,0.04318392358,Health and care,0.4500504827
411412,Mothercraft Nurse,Discuss child development and behaviour with parents or guardians,0.03437957939,Discuss child learning or development with parents or guardians,0.03301877711,Teaching and education,0.2171890972
411412,Mothercraft Nurse,Maintain client records,0.03408066217,Verify personal information and maintain records,0.05462728711,"Records, documentation, reports and research",0.07516972763
411412,Mothercraft Nurse,Explain medical procedures or test results to patients or family members,0.03380554767,Explain medical information and procedures,0.03246746654,Health and care,0.4500504827
411412,Mothercraft Nurse,Record patient medical histories,0.03282783225,"Collect, document and communicate medical information",0.03152845076,Health and care,0.4500504827
411412,Mothercraft Nurse,Examine patients to assess general physical condition,0.02836312744,Perform medical tests and physical examinations of patients,0.04945486217,Health and care,0.4500504827
411412,Mothercraft Nurse,Develop medical treatment plans,0.02764695253,Diagnose medical conditions and prescribe treatments,0.02655263908,Health and care,0.4500504827
411412,Mothercraft Nurse,"Provide counsel, comfort or encouragement to individuals or families",0.02658118576,Assist and support clients,0.1189822142,Health and care,0.4500504827
411412,Mothercraft Nurse,Confer with clients to discuss treatment plans or progress,0.02560994934,Assist and support clients,0.1189822142,Health and care,0.4500504827
411412,Mothercraft Nurse,Teach health or hygiene practices,0.02528330598,Teach health management or hygiene practices,0.02428254968,Teaching and education,0.2171890972
411412,Mothercraft Nurse,Develop working relationships with others to facilitate program activities,0.02487740485,Communicate and collaborate,0.02389271481,Communication and collaboration,0.08857971294
411412,Mothercraft Nurse,Perform administrative or clerical tasks,0.02473256199,Perform administrative or clerical tasks,0.02375360508,Business operations and financial activities,0.02375360508
411412,Mothercraft Nurse,Lead classes or community events,0.02377356771,Teach school students,0.05832534956,Teaching and education,0.2171890972
411412,Mothercraft Nurse,Measure the physical or physiological attributes of patients,0.02312991709,Perform medical tests and physical examinations of patients,0.04945486217,Health and care,0.4500504827
411412,Mothercraft Nurse,Maintain client information or service records,0.02279797837,Verify personal information and maintain records,0.05462728711,"Records, documentation, reports and research",0.07516972763
411412,Mothercraft Nurse,Provide educational materials to community members,0.02138905577,Present information and news to the public,0.02054244053,"Records, documentation, reports and research",0.07516972763
411412,Mothercraft Nurse,Prepare food,0.02060440689,Undertake food preparation,0.01978884939,Food services,0.02699909149
411412,Mothercraft Nurse,Prepare reports summarising patient diagnostic or care activities,0.02052012548,Undertake health care documentation,0.01970790398,Health and care,0.4500504827
411412,Mothercraft Nurse,Provide basic health care services,0.02041594083,Provide basic health care,0.01960784314,Health and care,0.4500504827
411412,Mothercraft Nurse,Monitor clients to evaluate treatment progress,0.02036945663,Monitor and evaluate patient treatment,0.01956319886,Health and care,0.4500504827
411412,Mothercraft Nurse,Teach life skills or strategies to clients or their families,0.02034000028,Collaborate and advise on educational and technical issues,0.01953490844,Communication and collaboration,0.08857971294
411412,Mothercraft Nurse,Administer health care or medical treatments,0.02016694254,Provide health care or administer medical treatment,0.01936870062,Health and care,0.4500504827
411412,Mothercraft Nurse,Refer clients to community or social service programs,0.01979329209,Undertake community development activities,0.03078026202,Health and care,0.4500504827
411412,Mothercraft Nurse,Plan programs to address community health issues,0.01924116716,Provide community health programs,0.02035466847,Health and care,0.4500504827
411412,Mothercraft Nurse,Collaborate with health care professionals to plan or provide treatment,0.01872090575,Collaborate with health care professionals,0.03584838407,Communication and collaboration,0.08857971294
411412,Mothercraft Nurse,Inform medical professionals regarding patient conditions and care,0.01860489714,Collaborate with health care professionals,0.03584838407,Communication and collaboration,0.08857971294
411412,Mothercraft Nurse,Order medical diagnostic or clinical tests,0.01810106097,Refer for health services or medical tests,0.01738459016,Health and care,0.4500504827
411412,Mothercraft Nurse,Develop daily schedules for children or families,0.01742158598,Teach life skills ,0.08809610502,Teaching and education,0.2171890972
411412,Mothercraft Nurse,Perform housekeeping duties,0.01503908604,Clean work areas or dispose of waste,0.01444381341,Cleaning and maintenance,0.05744760195
411412,Mothercraft Nurse,Develop educational or training programs,0.0140213029,Develop educational materials and programs,0.01346631586,Teaching and education,0.2171890972
411412,Mothercraft Nurse,Assess individual or community needs for educational or social services,0.01225551634,Undertake community development activities,0.03078026202,Health and care,0.4500504827
411412,Mothercraft Nurse,Monitor health or behaviour of people,0.01078969153,Assist and support clients,0.1189822142,Health and care,0.4500504827
411412,Mothercraft Nurse,Help clients get needed services or resources,0.01075056912,Assist and support clients,0.1189822142,Health and care,0.4500504827
411412,Mothercraft Nurse,Advise others on social or educational issues,0.009687139073,Provide advice on social or educational issues,0.009303705616,Communication and collaboration,0.08857971294
411412,Mothercraft Nurse,Conduct health or safety training programs,0.009219567154,Train staff,0.008854640989,Human resources,0.02122897851
